comment,season,user_id,user_name
这一季罗斯和瑞秋修成正果，and，钱德乔伊。（哦sorry我剧透了）,2,587,森林公民
"7.8两集也太跌宕了啊啊啊啊昏暗灯光的咖啡店门口终于get到ross的帅气，还有雨时窗前的二人??
呜呜呜第十九集居然有女性崛起！我的wind！
哈哈哈哈嗝最后一集出现的omg哈哈哈哈哈哈钱德勒你就认命吧！
每季最后一集都是婚礼嘛w ps瑞秋屁股真的翘??罗斯海军制服确实帅气w
莫妮卡呜呜呜年龄差距啊，确实有点神经质和强迫症，理查德确实很适合当男朋友和老公??
菲比还是那么可爱 kitty那个mv哈哈哈哈帅啊
本真的太可爱啦！
感觉最后几集都是一个套路，多线叙事

月越来越喜欢这部了，感觉回到追生活大爆炸的时候呜呜呜",2,509,不飞过海的海洋
多么有智慧的一部剧啊！！！,2,523,雲上晞
还是最喜欢chandler和phoebe。。。这一季ross列清单说julie和rachel那一集真感人，虽然r很多缺点，j是完美女友，但是she is not rachel。。ross一张幡然醒悟的表情又好笑又感人。。,2,548,我要笑死了
Ross??Ross??Ross??,2,593,Joooyce
大爱！,2,611,小佩
了解美帝的窗口,2,623,东枫IcbM
rr的主线让这季成了真正的romcom，两位演员也非常亮眼，大家都把握住了机会。,2,634,chamatin
Chandler的搞笑在最后的部分回复到了高潮很让人开心，Phoebe的MV Smelly Cat绝对是全季的最高爆笑点。,2,642,宇智耀耕
每个细节的感动,2,647,Andy2019
轮流分手的节奏,2,656,核桃七喜黑陶杯
练习口语、听力的绝佳教材,2,671,Carl
第二季感觉较差。,2,674,枫桥夜泊
你们拍的是喜剧啊，别再让我哭了……Ross就是个大！泪！点！那小眼神儿像小鹿一样……我再听With or without you得多难受……还有wicked game……这歌在我手机里存了好多年……还有我喜欢Chandler眯着眼睛笑的样子好贱好可爱……,2,692,Hope·太多
个人认为比第一季还要好，特别是茱莉亚罗伯茨和小丝客串的那几集，把我笑惨了。然后几个人为钱产生的争执，以及每个人原生家庭带给他们的困惑，也都特别真实。我国现在的文艺作品，过度的真善美和正能量一方面让你觉得不真实，这么好的人我怎么一个都没碰到过，另一方面让你怀疑你自己，为什么他们一个个都这么健全这么正能量，为什么我总是有这么的瑕疵和情绪。老友记最好的一点在于告诉你人都这样，谁都有很多缺点和瑕疵，搓事槽点都一大堆，可这是常态，你别担心，也依旧会有朋友在你身边,2,697,飘赣
第二季目前看来是最爱的一季，大爱菲比～这部剧太太太太太好看了！,2,604,Now. Ice Tea
其实这一季我很喜欢钱德勒,2,661,P
我才意识到这片子是我对纽约印象的启蒙,2,679,蕉
Chandler ??,2,685,雪莉
补,2,610,?? automagic
让我再惊叹一次，好见功力！,2,646,打雷要下雨雷欧
爱他们每一个  哪怕是珍妮丝,2,680,卡·
每个人都有血有肉有贴心的地方有小缺点，很轻松很经典。,2,694,sea
被迫观看，真的爱不起来，每次看到瑞秋讲话的表情我都地铁老爷爷，关爱我请从不要让我看这部剧开始！！！！,2,638,一个MM
在电视上看了几集。。一无是处。。,2,652,Curious George
真的太喜欢chandler了！！越看越喜欢！Chandler和Joey大孩子般的友情真让人羡慕,2,653,Cand1ceee
"[老友记].Friends.S02.NTSC.DVD.DD2.0.x264.MMI  此版本完成。。。
已中高4kB164    8.9  9.8",2,663,冰锐碧雪奥渔儿
我真的不喜欢瑞秋和罗斯这对,2,669,关你什么西红柿
Simply The Best!,2,672,Kaolla
最好的年华，你们都在。,2,681,卡卡的动次动次
发现就是好喜欢Ross这种的。。。。Rachel的脸型相对来说就是苹果肌很赞吗？monica也不丑就是被完全比下去了。。。。。到第二季神经质过头啊。。。。。】一天半看完就是病倒卧床能做的,2,706,"★Napoleon,"
笑果更好，乔伊的疯狂女粉丝这一集太有意思了，罗斯和瑞秋高中时候录像带一集甚至略伤感。,2,718,法妹儿
逐渐get到老友记的好。正好在和角色同一个年龄时段看，体会到剧情的“不刻意”感源于剧中的焦灼和快乐，以及很多的剧情冲突都来源于现实生活。Ross念念不忘白月光Rachel，Rachel勾勾手就来了，也不妨碍他现实又功利的考虑：Rachel是个服务员而自己是人类学博士。Chandler害怕孤独终老疯狂date寻求稳定relationship，到头来还是发现自己将就不了。Monica和大叔的相恋到分开，既撕心裂肺又无足轻重，多像现实中对待感情的男男女女。,2,719,不糊泡爪
Chandler（断不掉的Janice）和Joey（一时的飞黄腾达）的室友情；Ross和Rachel终于在一起，还有儿子和猴子的“父子情”；失业的Monica和短暂的相差21岁的真爱；Phoebe艰难的寻父之旅。,2,722,raiNysoul
烦烦烦的时候，就想看几集，没头脑地哈哈哈哈哈哈哈大笑！Chandler最好笑！,2,745,llis
还记得那些狂看friends，学着瑞秋摆手，喜欢吐槽朋友的日子,2,754,Da.
Rachel因为Ross列单子的事生气后没有妥协，而是朝前看继续寻找真爱，Monica也没有因为Richard妥协而让他委曲求全，这种健康的爱情观才是我最需要的。,2,772,世八帅唯一老公
情节上连贯性更好，也经典名场面频出的一季！,2,775,Dr.Ray
这一季一样笑点不断，茱莉亚罗伯茨那集粉色小内裤，菲比的《smelly cat》MV...... 觉得自己以前说不好笑还蛮装逼的。,2,777,白牙尖
好喜欢 Phoebe 和 Chandler，Ross和Rachel 终于在一起了。,2,779,Lobgran
几十遍,2,703,Saximoer*
每集都让我笑。即使心情很不好的时候。朋友，我爱女朋友男朋友们,2,732,央衫
补评,2,736,木.
第二季，他们都还很年轻,2,742,hippies
这还用说吗。绝对的经典。,2,751,♀五月てん
chandler最瘦的时候，还有Mon的短头发,2,756,V°lncé
生活大爆炸里的penny模仿Rachel太过了好吗！,2,768,阿昆
重温经典，冬天就适合看老友记,2,780,辰晨
哈哈哈哈哈哈哈哈,2,784,丑嘴唇
经典看了不下十次了。BD重温 18/01/20,2,794,人皮動物
最后一集，穿着像粉色口香糖泡泡裙的瑞秋唱着 Copacabana,2,730,提花卫
补上,2,743,打少
看剧的时候，一些熟悉的片段总能想起2006年的冬天，D116快乐的日子。,2,786,落小木
第二季大家的发型都好好看，尤其Chandler和Joey 。没想到最后一集Chan和那谁又好了←_←好桑心。也没想到Monica和那谁分手了←_←,2,704,卷
when jo hug chan..,2,737,布拉格柔光使者
经典的看多少遍都不厌烦~,2,531,尧小诗
Oh My God ~,2,537,面团打滚
一看就停不下来 打算连续追完十季,2,545,Pan.
同样不需要理由，请问sex一次后你还想第二次么？所以不要问我理由，就是喜欢就是了。,2,563,毛小驴
盗版DVD年代,2,574,麝明 Musk Ming
好喜欢莫妮卡,2,585,林有夏
"爱的乌托邦",2,502,随波
永远的经典,2,504,Joey To
满满的回忆，画面很熟悉，剧情很熟悉，熟悉的人不在身边了,2,507,阿呆呆呆呆呆呆
"第七集看多少遍都感动，第八集那句It's always been you, Rach. 好催泪",2,510,永久退休王静阁
这是一部越看越喜欢的剧~~,2,521,CC
钱钱穿长款风衣好帅，小动作也好可爱,2,534,行走的雕像
瑞秋的缺点：像傻大姐，太注重外表，【有点】娇生惯养，只是个服务生。朱莉的缺点：不是瑞秋。S02E08,2,564,焦糖爆爆
无言以对,2,565,之羽
就是喜欢钱德哈哈哈哈~~~,2,583,阿阿阿悠
我爱钱德~,2,584,盲忙
Classic~,2,539,鸾
Marcel and Drake's evil twin，interesting,2,546,庹博雅
不知道为什么Rachel和Ross的恋情总是牵动人心，Rachel跟那个傻傻呆呆的Ross简直就是绝配啊，真心觉得Ross好帅。smelly cat smelly cat~what are they feeding you?Monica的性格有点让我受不了，Phoebe怪女孩太逗了。其实从实际来讲，她却是一部肥皂剧，好像一颗在沙滩上的珍珠。最简单的快乐最长久。,2,549,蛀牙
eating background: season 2,2,555,TheGZMovieGuy
双R终于在一起了，Joey从成名到落魄，Monica经历了最不平常的一段关系，Chandler和Janics再次重逢，Pheobe找到了自己的家人。,2,571,私房歌
有笑有泪。,2,550,Muggle、佑。
乔伊搬家时还是挺伤感的。好基友一生一起走才对。,2,568,Gemini
Chandler真是笑死我了~~,2,570,我什么都不知道
.,2,576,微喵的兔姑娘
贱贱的钱德宾,2,580,陈香美
我爱瑞秋,2,586,许贝拉
所以说搞基还是比异性恋长久的！钱德勒和乔伊搞基吧拜托~,2,601,ArenA
快结婚快结婚,2,624,moss
Everything's so nice.,2,639,书中仙
上帝之手,2,644,张小白????
"she's not Rachel|Whose eggs do u like better,his or mine?",2,659,一吃一大碗
有一集里，几个人产生了财务分歧，收入高的几个人享受集体消费，收入低的几个人无力承担。在我们的视角里，因为钱产生的分歧是可以摧毁友谊的，因此看主角们的关系多么牢固，就要看他们怎么化解这次矛盾。可惜编剧把这一环节跳过去了，用莫妮卡失业的设定草草了事，十分遗憾。 @2014-05-21 10:31:52,2,689,豆瓣逗你妹
满星不解释,2,691,彻夜未眠M酱
没有第一季那么萌了。。。还是很棒啦其实！,2,609,マクガフィン
每天的边角时间，就交给friends,2,630,Mr.虫
2014.5.30完整，在 iPad上。这一季比第一季精彩！每一集都笑死人，是最近下班后最开心的事！每一个场景都想记得。每个人都个性鲜明又张扬饱满，最喜欢幽默的钱德勒和瑞秋,2,640,紫领 爱
经典。爱菲比,2,662,Tozzy
一直没时间看，看了好几个月。。。,2,700,噢，是吗
罗伯茨那集笑死了...,2,629,Balding
很可爱有趣的一部剧。,2,632,unsheath
chandler和joey是一对好基友么啊哈哈哈,2,636,Esther GDB
前半部我差点笑死。,2,637,Oasiis
终于又激活了我想和几个好友在外面合租的念头~,2,648,shawn
经典得不能再经典了。,2,650,夏泉舒
时代性过强，用梗以及氛围略显可以，价值存在于贴身的陪伴——也即时代性，还有对时代的展示与映照。Giovanni Ribisi的跑场真是hhhh,2,688,妍春
在Janice消失的那一段时间里，我还真有点想她了。这算什么情况……,2,695,猪头妖怪
好喜欢Chandler和Joey啊Pheobe也好可爱!!!! 大家都好可爱啊！,2,616,莫呼洛迦-屁股上的青春在歌唱
最喜欢哪对？Joey和Chandler！,2,620,Shortage
渐入佳境。,2,633,Joywhen
詹妮弗安妮斯顿最可爱,2,649,一如往昔
friends必须是全五星,2,654,你知道的太多了
Janice   果然是六人行的第七人。Oh……my……god！,2,664,Dennis
钱德勒+萝卜丝,2,667,ollliiii
"“all by myself don't wanna be\"~~",2,677,咸梅超人
三遍,2,725,湛卢
每晚躲在被窝里看。。。笑到把寝室的人都吵醒,2,731,Noah
Ross和瑞秋在一起了,2,733,弃子??
"入坑了！
下雨相拥的夜晚，????
朱莉只有一个缺点，她不是瑞秋。
你没有嫁给你的巴瑞，我嫁给了我的。",2,773,梦游
chandler 啊 chandler啊 chandler啊 为什么啊为什么啊为什么啊,2,778,前夕
好喜欢chandler....,2,710,Ryan??
"smelly cat smelly cat~what r  they feeding you?Monica的性格有点让我受不了，Phoebe怪女孩太逗了~rachel和ross这对现在就觉得有点墨迹了(￣▽￣\")",2,717,Dita
F??R??I??E??N??D??S,2,734,南  方
EP07当Ross冲进店内捧起Rachel的脸亲吻时，心跳漏了一拍。,2,738,大疯大浪的Zha
越来越喜欢joey和chandler~,2,748,一直飞行的猫
钱乔????????????????????,2,758,洛
当年我们都年轻。,2,770,veracea
"各种被剧透TNND

他们都是很靠谱的朋友，但是都是混蛋的情人",3,828,Esther GDB
我还挺喜欢Pete的。,3,843,Muggle、佑。
"look at monica！And, God i love chandler",3,848,701
故事慢慢走入正轨。这一季看到Ross和Rachel分手，对Ross的好感度降到很低。Rachel比前几季懂事多了，可能很多是工作的原因。Monica和Chandler真是越来越让人喜欢，之前觉得Chan的笑话无聊，Mon的神经质烦人，现在都变得那么可爱。Joey和Pheobe始终很灵！,3,810,Merindigo
Ross在恋爱关系中的表现真是太差了！,3,830,衡山后学祝小芸
"罗斯和瑞秋不要和好不要和好
他根本没认识到自己错了，大男子主义，可怕的占有欲，对瑞秋和同事相处展开毫无根据的令人厌烦的怀疑试探，转头就和别人上床了。一开始后悔道歉，未果（我都这么道歉了她竟然还不赶紧感恩戴德地跪下来原谅我吗？），于是又开始扯那是分手时发生的事情，真有脸说啊好恶心好恶心他的固执和逻辑比神经质的占有欲更令人作呕。
和好我也当没和好来看。
分手期间和别人上床在某一层面来说自然无可厚非，但是在更深刻的道德和情感层面来看，就是恶心。
钱德勒瘦好多，我看得心惊胆战。",3,847,对男宝跌过敏
哎呦喂。。。我看几乎用了半个学期的时间来看完这季，不是不好看，是想省着点看。。结果到罗斯和瑞秋分手那剧情到了高潮，又感人又好笑，连着好几集都超经典，让我欲罢不能，结果这两天一股气看了十多集。。。,3,850,bay135
我在一个月里过完了六个人的十年，感悟着他们的变化，成长，经历着他们的人情世故，真的有一种说不出道不明的情愫。人生有几个十年呢？他们用十年的时间给全世界的fans带来欢笑，期盼和温情，可以说，也是一种伟大奉献。都说戏如人生，人生如戏，如若我的人生能像friends一样，当然是一场美好。,3,856,Tory
chandler 怎么这么好,3,860,七仔
最后一集推开的那扇门，永远是个迷。就像纷繁内心的世界。破镜重圆，而非过长重演。,3,868,渡口无边
Rachel的变化比较让人意外，不过剧集还是那么有趣。,3,880,unsheath
我最喜欢的一直都是乔伊，接下来是菲比。,3,889,杉爷
JOEY好可爱，沙滩美人鱼啊,3,890,张淼淼
最爱Monica和Richard复合那集??,3,819,黑手套 红手套
"Rachel和Ross一个越来越成熟，一个越来越暴露缺点。（因为个人经历我太太太太太受不了Ross这样的性格了，在我心里相当减分）
这一季让我get到的是傻瓜帅哥Joey。100次捧腹大笑里大概90次是因为他，实在是太可爱了！！！比起油腻，单纯的“蠢”显得惹人爱很多。",3,822,fishboo
chan chan爆帅（瘦）成charm charm的一季。,3,823,岬
Joey一如即往是我最爱。Monica毁了很多段很美好的爱情了，真不知道是自己的问题吗。Phoebe老妈一出来鬼畜一下我就猜到是亲妈了。Bing太瘦了比bin还瘦，注意身体啊。还是很喜欢Ross和Rachel这对的，但是看大家的不友善评价，猜想可能不能走到最后，希望不被剧透，保持一点甜度也好的。,3,838,陆钓雪de飘飘
E4本本好可爱～ヾ(≧??≦*)ヾ/E7的片头太可爱了2333/E10好感动 菲比和小女孩都好幸运/E20我也想要娃娃屋???? (???? ?????????? )???? ????/E23为什么小钱钱越来越邋遢了??,3,845,山绘秋岚
真的可以开怀,3,862,盲忙
怎么能不爱Chandler,3,894,浮生若梦
姑娘最喜欢rachel，小伙子最喜欢chandler,3,806,米姐起飞
Chandler你个活宝！！！快点娶了Joey吧！！！,3,814,Dita
这季Chandler瘦到成仙了！超帅！！最爱！！,3,827,Lycidas
似乎看到了90年代末韩国和香港的细挑眉、暗色口红和离子烫的来源，原来是欧美。男生发型反而没什么年代感。对RR的爱情线有点厌烦，可能年纪大了，剧中人比现在的我小了十几岁呢。ross去晚会那集强行制造冲突就不好看，ross也不必为Rachel道歉，而rach加班，ross带一堆吃喝上去又很找人讨厌，不禁觉得richard这样老男人确实有优点。纪念日、节日都是冲突高发日，其实是团队作战日,3,851,山下猫
不喜欢莫妮卡长头发,3,872,光与影
钱得笑起来好阳光帅气啊！！！,3,877,鸟の诗
这一季简直差到爆了。Rachel与Ross的关系纠结的无聊又拖沓，Chandler的段子做作又幼稚，失望死了。唯一让人从1星提到2星的原因可能只有Chandler的催眠录音带那唯一搞笑的部分了。,3,899,宇智耀耕
经典，无需赘言,3,904,诸镇凝
渴望的友情乌托邦,3,913,迟目
分手那段最好看,3,936,僵尸脸
我会在那里等你。,3,966,深毒
爱情公寓好多桥段的起源.,3,976,一苇杭
钱德勒终于开始追求莫妮卡了，罗斯和瑞秋到下一季会不会复合呢？菲比和乔伊呢？,3,987,布鲁斯
怎么会没有评论,3,988,K
chandler 颜值高峰/ 结束时和Monica不忘埋梗 :串来了本斯蒂勒、罗宾威廉姆斯好几位,3,995,游坦
一如既往的好笑。因为知乎上一个问答的关系开始关注chandler的幽默，好像确实有些与众不同。这一季发现个老熟人：钢铁侠的保镖（以及导演）乔恩·费儒演了大半季的monica的富翁男友。。。另外比利·克里斯托也在倒数第二集出来露了下脸~,3,907,zykmilan
罗斯和瑞秋果然是要来点波折的，最后罗斯一定选的瑞秋！乔伊和钱德勒这对活宝????,3,919,杯酒留痕
各种明星客串啊。,3,927,Yiku
2010.6.1 不喜欢Ross和Rachel分手那两集……,3,943,MISS MISS
陪我走过一段难熬的时间，谢谢你，friends,3,969,苏西
"马不停蹄！这季op罗斯终于不跳机器舞了嘛w噗居然是人人的资源
呜呜呜呜16集罗斯和瑞秋??罗斯垃圾！
钱德勒好瘦啊
噗22集那个是不是本斯蒂勒
莫妮卡的土豪男友好熟悉啊w卧槽是不是漫威里的啊啊啊是happy
啊啊啊啊啊残疾人姐姐是雪莉芬啊啊啊啊我就说在哪看过
啊啊啊啊所以最后罗斯还是亲了瑞秋嘛??
我就说那个女人长的好像菲比w
钱德勒要追莫妮卡了嘛",3,971,不飞过海的海洋
许久之前我说没看过老友记，被某人鄙视了。从那以后，补偿似的看了N多遍。曾经他说我像MONICA，有些唠叨嗓门也不小。我嘲笑他像害怕承诺的CHANDLER。但现在看来，或许我是M，但他，注定不是我的C。,3,985,九猫
经典的看多少遍都不厌烦~,3,993,尧小诗
Chandler的笑可以入我的十大了。,3,902,Hope·太多
the fate you cannot escape. Matt 吸毒了？瘦得不正常。,3,911,恶隐息烙
Rachel和Ross分手了，认识了Bonnie，在最后一集‘The One at the Beach’，Ross两扇门前选择了Rachel；Monica和亿万富翁分手了，Phoebe、Chandler、Joey单。,3,914,S_SHAO
Monica已经开始老了。。,3,933,下垂眼
2023.冬二刷,3,951,冬叶
感谢有你带给我的欢乐,3,963,豆豆桑
看着ross真揪心,3,999,味漓
越看越喜欢，越看越开心啊~~,3,906,龙小姐
前半季故事性较弱而更着重于场景。,3,950,祥瑞御兔
宾宾对乔依说的那个No~no~no~no~笑死偶了 囧囧囧囧囧囧囧囧 集锦剪得很精彩 =u= btw~~安妮斯顿前两季穿的每件衣服我妈都喜欢 >< 说so cute w 奇怪的是女人一有了心仪的事业就不再把男人当成自己的第一依靠了~罗斯犯了错，却也不是不能原谅的错。瑞秋的反应太过火了，又不是不知道罗斯爱了你那么多年 --,3,958,小檠的罗宾熊
永远的经典,3,964,Joey To
必须满分总是带来感动！,3,977,撕皮大盗
这一季钱德勒的颜达到了巅峰~~~,3,984,CC
我偷走了她们的风，另外，大嘴出场时我还是真心动了一下,2,793,僵尸脸
有点老= =,2,795,[已注销]
其实是一个科普剧，遇到这些情况你该如何做：迎接自己的第一个小孩，从男孩到做父亲，母乳和母乳喂养，向暗恋十年的人表白，被暗恋十年的人表白，在恋爱中犯下不被原谅的错误，和朋友收入差距变大而无法共同活动……,2,798,cioran
很多年前看过的第一季，那时候就感觉很好，很多年后重新捡起来，就像见到老朋友一样亲切。,2,799,無大烦
这一季最爱重情、智商余额不足、二逼又傻缺的joey。尽管知道mon和chan会在一起所以richard不会走下去的，但还是好喜欢这一对。,2,712,冬了个冬
第二季太美好了！！,2,735,给你我最亲爱的
越来越搞了！！！哈哈哈哈！！！,2,766,-棱_棱-
叫一声朋友，我们的一辈子！,2,771,WT
ending一点也不美味 还是一样 华丽分手……,2,774,??
会因为太好看而舍不得看完。钱德勒和乔伊太可爱了。rr好甜。,2,776,苏案
啊哈 每季结尾都那么让我兴奋~,2,796,Aaron
因为今年《老友记》重聚，所以十几年后第一次重温。这么多年了，仍然没有把喜剧和情感结合的如此之好的第二部剧。不管是喜剧的段位、戏剧冲突设计还是时尚的审美，都毫无陈旧之感，不太敢相信这是二十多年前的剧。第二季是罗斯和瑞秋首次确立感情，想到后来分分合合，中央公园和公寓中的笃定二吻更显珍贵。菲比的“smelly cat”专集让人喷饭；茱莉亚·罗伯茨意外现身堪称惊艳。倒数第二集罗斯儿子出生，一众好友陪伴左右，前妻和女友的变故也无法阻碍他们之间的真诚和爱。如果存在乌托邦，可能这些让人泪奔的美好时刻就是。,2,741,十一月的雨
欢乐而又温馨！★★★★★,2,744,TheMaxMan
好爽口！这一季chandler最可爱。,2,750,豆瓣猜错了
"唯一看完的一部美剧！~
六个人都喜欢！~",2,769,H
我一直觉得小钱钱应该跟菲比一对儿的。,3,803,NKN·乐析闻
Chandler和Monica ??,3,808,荷包蛋
chanchan暴瘦啊,3,811,做个梦给你
啊哈，Phoebe果然是水瓶～Monica的“朋友论”，really sweet...真心希望Ross和Rich幸福，加油。越来越爱Chandler～,3,875,哦哦
不是很能理解在女友繁忙的时候去人家公司？然后去看讲座在那边打呼噜？？为了周年纪念，莫名觉得领导喜欢自己女朋友？？转眼就和别的女人上床了，还抠抠搜搜的…分手了不仅书连旧t桖都要拿走？,3,821,momo
chan最帅的时候，爱上friends从第三季开始,3,846,Nadja
Chan Chan man is cute as ever. Not a fan of 2R at all. Ross is sometimes annoying af. Robin Williams made a cameo this season.,3,854,妮可Gay得慢
补剧进行中。,3,855,打雷要下雨雷欧
补上,3,879,打少
最好的时光,3,888,verayyyyyyyy
鸡和鸭太搞笑！,3,892,阿华甜甜甜
chandler和joey不如尝试下在一起好了→_→,3,804,Lee winchester
看来看去还是觉得Ross最帅,3,818,Odair
一口气看完了这一季，实在是太讨厌罗斯处理事情的方式和态度了，自己做错事了没有道歉和愧疚的意识，而是去指责别人的不是，并且除了前妻以外，每段关系都处理得很糟糕，几乎都是三人行，重点是还认为自己很深情……罗斯和瑞秋这一对太狗血了，瑞秋找到自己想做的事情以后，越发独立、自信和有气质，而这一点是罗斯没法接受的，也是他们矛盾爆发的根源，罗斯需要的是一个“只是服务员的瑞秋”，而非真心希望她变得更强大、更好，因为这样他就不再是被关注的对象了，男性自尊受损。这也是普遍两性关系的矛盾所在，从这个角度出发，编剧写得蛮好的。莫妮卡和理查德的感情挺让人唏嘘的，年龄差让他们相处舒适，却又导致他们需求不同，最终的最终还是分开，但他们的相爱和短暂的复合，都是美好的情感，遗憾但不后悔就够了。p.s.钱德勒是一季比一季可爱。,3,832,鹅向东游
最喜欢Chandler，用幽默来保护自己。,3,834,可可熏
第三季开始越来越无聊了……,3,898,胤祥
这一季爱上了乾德,3,900,薛以柠
Ross排名从男一位下降到男三位，性格太烂了。Chan Chan好可爱！排名第一，Joey因为养小鸡那集好感倍增！另外还想说，菲比的每个BF都好好，幽默风趣胡言乱语很吸引人吧~,3,805,小宇宙
第三季~再次拆开RR组，以重新获得人物冲突，寻找剧情突破的一季,3,836,菠萝
「Chan Chan man」和「Chuck n' Dick」出处！,3,842,大笨象騎士
friends的fans还真是无处不在啊。。。karina竟然也在看。。。,3,870,lucisferre
瑞秋和罗斯别分手哇,3,873,格子
我爱Ross，每次看到他跟Rachel吵架，我就揪心。还有，终于体会到什么叫做又哭又笑了。,3,874,邦辰不认路
比第二季好。,3,881,咚利复米阿琅
经典不解释,3,883,流行教主
一有空就看！,3,886,一颗苹果
钱德勒在后来怎么可以发福发成那个样子的昂,3,891,fallen
8.5/10,3,893,影毒肥佬
钱德勒这季确实很帅啊~~~,3,909,博士的日常
越看越觉得Ross好有魅力.!!Phoebe那个神经质的样子好可爱哈哈..!,3,937,M
第三季的时候发现..我看不下去了...虽然看过的人人都说好...英语老师强烈推荐..寝室的人看着笑得前仰后翻..但是真的看不进去了...膜拜10季都反复看了N遍的大神们..我是俗人...只能看到第三季了...,3,941,gabriella
即便中间都没什么意思，最后一集还是挺厉害的,3,955,小羊仔
有点疲劳了,3,957,Green2018
Chan chan！！！,3,979,Lecia
chandler 这两季超帅！,3,983,Adjani
"因为药物成瘾而暴瘦的Matthew Perry，贡献了他最英俊、最好笑、最优秀的表演。钱德勒知道，要想换回笑声，你必须交付一点什么，“如果你当年你爸妈没有离婚”，就不会有三姨太、door inventor RIP、切片面包的麦克白夫人、Hymn 253…他也不会失去好好回答问题的能力。我甚至不是喜欢他，而是就是他，chance given我也会在门垫上装小矮人约人、带着裸女笔去另找一个沙发、对瑞秋老板说回见我会再打电话给你。hopeless, awkward, desperate for love",3,905,Pluto&Piaget
"rachel她娘说得好对: Once a cheater, always a cheater. 虽然Ross那个情况有点特殊lol",3,908,关键是be free
"唯一看完的一部美剧！~
六个人都喜欢！~",3,918,H
老友记是我最爱的美剧，没有之一。,3,980,nina
预感我会越来越喜欢Chan…看美剧实在混着急呀…,3,996,梦芷寒
假如生活欺骗了你，请记得有我在你身边。,3,912,好吧qad我来了
每次的Ending都让人越发迫切的往下看。。,3,929,Charadox
看了8遍了呀，还会继续反复看下去,3,932,半半
我好像就记得三季= =,3,949,双子星求重现
chan chan man最好看的一季. 又打开Fools Rush In一起看。,3,968,coie
用现在崩坏的价值观来说就是——Joey跟Chandler不如在一起吧！！哈哈哈~~~好喜欢他们两个的对手戏啊，超萌！超有爱！！,3,992,Amelie
很好看 很温馨 很羡慕,3,997,歹戈
看过八遍了！,3,901,咖啡薄荷糖
嬉笑怒骂皆成文章，悲欢离合饱含真情。十年风雨笑与泪！,3,939,sepumpkin
2014.8.22 看完这季。钱德勒的胡子一会儿留一会儿剃，有些奇怪。,3,961,xīn
瑞秋离开了咖啡馆去时装界打拼 刚好和我相反喔~ 印象最深的一集是莫妮卡和查理的旧情复燃。莫妮卡说 也许我们可以做只维持性关系的朋友。我们可以只做彼此唯一的朋友 并且在亲友的见证下承诺永远做朋友。我看到这里完全被击倒了好吗~~~ 啊啊啊啊啊啊~ 迫不及待的想要知道罗斯到底有没有和瑞秋复合啊!!!,3,982,曼靑
我真的很不喜欢Ross和Rachel，但最后希望他俩锁死吧。Ross说的难听点令人恶心Rachel还愿意受着那就锁死呗。,3,998,关你什么西红柿
笑点泪点都比第一季多！,2,525,Ciao
发现没在豆瓣标过第二季 哈哈 补上,2,532,吧啦啦呀
笑得我捶胸顿足！钱德和菲比萌死了！！,2,511,阿  凉
许久之前我说没看过老友记，被某人鄙视了。从那以后，补偿似的看了N多遍。曾经他说我像MONICA，有些唠叨嗓门也不小。我嘲笑他像害怕承诺的CHANDLER。但现在看来，或许我是M，但他，注定不是我的C。,2,522,九猫
E07结尾钱德勒演的好棒 哈哈 这部喜欢钱德勒  但ROSS的受欺负的表情真的好CUTE 总觉得ROSS像谢耳朵,2,526,K
真是太精彩了 感情和笑料并重 哪一个都那么妥帖,2,529,长工学者王二麻
！！！,2,540,五乱子
瑞秋和罗丝在一起了也！,2,541,貓又荧葉
越来越好，来来来来！菲比真好玩,2,547,戎夷先生
"上季心疼phoebe，这季ross太让人心疼了。他和rachel在一起太甜了，他太宠了啊～
monica上季已经很漂亮了，这季漂亮的不像话！
chandler和joey，要不你俩谈吧，好喜欢这两个傻瓜兄弟。
意大利佬被黑惨了哈哈哈。",2,551,該用戶無法顯示
菲比同学一直没看bad end其实挺笑中带泪的...anyway 好欢乐~~,2,567,cccj.box
瑞秋和罗斯终于在一起了，每每看到此幕都觉得很温暖。,2,572,捂脸熊
当瑞秋碰上茱莉。我很喜欢这些角色，漂亮帅气而且表演都很自然。,2,595,龙皇
上一季中，罗斯苦恋瑞秋，生出些纠结嫉恨，这季则反过来;乔伊搬家一段，他和钱德前后的各种反应，可以看出，在这个故事里，无论是爱情，还是友情，他们在情感上都是对等的，“优劣势”会对调，没有人能够永远处于上风。依然最喜欢菲比。,2,600,居无间
怎么都分开了,2,505,兽布鸟
才第二季某些情节我就要看哭了。牵动人心的老友记。,2,519,Adjani
我说过，如果这个世界没有了其他的片子，只剩下FRIENDS，永远更新播放，我也愿意~最喜欢的喜剧片~,2,552,芙雅
情景喜剧果然还是少拍感情戏为妙。,2,561,优杉
比第一季更好看。之前看到07年附注我爱你里那个熟悉的人，果然就是Pheobe。岁月青葱，这个时候已经老了不知道多少，那个时候还如此年轻。或许多少年后看这部剧，就觉得在看自己的青春吧？还好我才看到第二季。,2,588,渡口无边
如果十季都用BEN串起來，我們豈不是要目送他小學畢業？,2,594,酵母菌先生
全剧的高潮就是rachel和ross了,2,508,小嘉
jenifer真是太有喜感了！,2,554,旋转木马
