comment,processed_comment,season
11227：差点以为第七季没有让我很惊喜的客串明星了，结果EP20冒出薇诺娜·瑞德，EP23 & 24 杀出加里·奥德曼。上季中越来越胖的钱德勒在这季前几集里瘦回来些了，可后面又慢慢胖回去了，然后从EP3开始戴眼镜了。这一季的同性元素也多了不少：EP3钱德勒蒸汽房裸体误坐岳父身上、EP4泰格等人的同性恋传闻、EP6罗斯与乔伊的沙发好眠、EP16罗斯的蕾丝前妻卡罗尔难得又出场、EP18罗斯被男学生“表白”、EP20瑞秋与大学朋友梅莉（薇诺娜·瑞德饰演）的“姬情”之吻，这一集菲比也吻了瑞秋、EP22钱德勒的异装“变性”生父终于亮相……第六季求婚成功的钱德勒与莫妮卡第七季终于也一波三折地结婚了。,11227差点第七季惊喜客串明星EP20冒出薇诺娜瑞德EP2324杀出加里奥德曼.上季越来越胖钱德勒季前几集里瘦回来慢慢胖回去EP3戴眼镜.一季同性元素EP3钱德勒蒸汽房裸体误坐岳父身上EP4泰格同性恋EP6罗斯乔伊沙发好眠EP16罗斯蕾丝前妻卡罗尔出场EP18罗斯男学生表白EP20瑞秋大学朋友梅莉薇诺娜瑞德饰演姬情吻一集菲比吻瑞秋EP22钱德勒异装变性生父终于亮相.第六季求婚成功钱德勒莫妮卡第七季终于一波三折结婚,7
Chandler为什么越来越胖哇！~,Chandler越来越胖哇,7
薇诺娜瑞德和加里奥德曼，备婚与结婚，大概是最好的段落了。 22.7 一个人看就会看很慢,薇诺娜瑞德加里奥德曼备婚结婚段落.22.7很慢,7
最爱joey,最爱joey,7
rachel几乎每季结尾都要甩重磅炸弹！,rachel每季结尾甩重磅炸弹,7
继续保持一年看一季的速度。陪伴了我7年的剧。这才叫老友。现在的区别是与女朋友一起看啦。希望第十季就是和老婆一起看了。,一年一季速度.陪伴剧.这才老友.区别女朋友.希望第十季老婆,7
一场完美的婚礼。他们全都30岁了。Chan跟父亲和解的那一集好感动。,一场完美婚礼.30岁.Chan父亲和解一集感动,7
C和M从订婚到结婚的这一年，C的颜值下滑真的太可怕了。他的两个妈妈还蛮cool的啊～Joey主婚好温馨哦～2R没有作妖，很愉快，结果结尾突然怀孕了，预感第8季又要狗血了。没想到Joey和R居然还蛮适合住在一起的～,CM订婚结婚一年C颜值下滑真的可怕.两个妈妈coolJoey主婚温馨2R作妖愉快结尾怀孕预感季狗血.没想到JoeyR适合住在一起,7
钱德勒最帅的一季~,钱德勒最帅一季,7
714 30岁那集很有感触啊。,71430岁那集感触,7
"“Yes, u do!” Chan和Mon终于结了。Joey和Phoebe虽然经常脱线，但在关键时刻，对朋友是最仗义的。这一季客串大牌比较多：苏珊·萨兰登、加里·奥德曼、赖德… 同时也是泪点快赶上笑点的一季，因为看的人知道，离大结局也不远了。",Yesu.ChanMon终于结了.JoeyPhoebe脱线关键时刻朋友仗义.一季客串大牌苏珊萨兰登加里奥德曼赖德.泪点赶上笑点一季大结局不远,7
里程碑式情景喜剧！★★★★★,里程碑式情景喜剧,7
一直以为让人从头笑到尾的喜剧才是可爱的，七季看完，看着怯懦的Chandler和强势的Monica的婚礼，突然就哭了，不再英俊并且有点小胖的Chan很认真地拉起了那个唠唠叨叨的老女孩的手，没什么好说的了。,笑尾喜剧可爱七季完看着怯懦Chandler强势Monica婚礼哭英俊小胖Chan地拉唠唠叨叨女孩手没什么,7
好吧。这季赶得特别不容易。要在2011年6月电影版出来前整完10季..........你可以的！,这季赶得特别.2011电影版前整完10季,7
经典看来早晚还是要看的。。,经典早晚,7
苏珊萨兰登,苏珊萨兰登,7
钱德勒的把拔好有气质。。。钱德勒的玛麻也好有气质。。。看到钱德勒留字条然后逃跑的时候还是很有感的。越来越喜欢罗斯了，卖萌装傻的表情很好。瑞秋怀孕了？？？O~M~G！,钱德勒拔气质.钱德勒玛麻气质.钱德勒留字条逃跑有感.越来越喜欢罗斯卖萌装傻表情.瑞秋怀孕.OMG,7
特别特别爱你们,特别特别爱,7
5季过后菲比简直开挂的状态,季过后菲比开挂状态,7
么么哒终于结婚啦。,哒终于结婚,7
这一季差点,一季差点,7
Joe为Phoebe实现愿望，暖心小可爱的特质好讨喜。Chandler &Monica 结婚啦。,JoePhoebe愿望暖心小可爱特质讨喜.ChandlerMonica结婚,7
这一年，安妮斯顿与皮特结婚了。,一年安妮斯顿皮特结婚,7
婚礼反倒没有求婚那么大的后劲，Rachel永远能给人惊喜。,婚礼求婚后劲Rachel永远惊喜,7
they finally got married！！！,finallymarried,7
小钱钱和莫妮卡结婚了……,小钱钱莫妮卡结婚,7
钱同学皮相略显扭曲了 又一场婚礼 靠谱男彻底养成咯~,钱同学皮相略显扭曲一场婚礼谱男养成咯,7
看到第七季 我得说 薇诺娜·瑞德出演的E20会是我印象最深的一集！最后两集好好看呜呜！谢谢这部剧陪我吃饭陪我不开心??_??,第七季薇诺娜瑞德出演E20印象最深一集.两集好好看呜呜.谢谢这部剧陪吃饭陪开心,7
原来是想十季的老友记没办法坚持下来，但是心里有时候总是会想他们六个人接下来会如何呢，所以还是把第七季下下来，现在源真不好找啊。看完，可能笑点没前面的多，有些是重复的桥段，但是越来越温情与感动，我想会在毕业之前看完的，恩~~,想十季老友记办法有时候会想六个第七季下源真不好找.完笑点重复桥段越来越温情感动我想会毕业完恩,7
这一季看得有些慢，感觉最后两集就像是之前一定要分前后篇那样制造出戏剧冲突。钱莫恋稳定下来之后确实一些戏剧冲突和新人减少了，不过两位best friend能走入婚姻也是让人祝福啦,一季慢感觉两集像是要分篇制造戏剧冲突.钱莫恋稳定下来确实戏剧冲突新人减少两位friend走入婚姻祝福,7
不知道寒假前能把这十季看完不？,寒假前能这十季完,7
看到莫妮卡和钱德勒的结婚，如同看到童话的美丽结局，不过这又将是另一个美丽故事的开始，哈哈～结婚的准备原来可以这么久...,莫妮卡钱德勒结婚童话美丽结局美丽故事结婚这么久,7
这季开始，莫妮卡开始有整容面容了,季莫妮卡整容面容,7
第七季到第八季的剧情是最扣人心弦的。,第七季到第八季剧情扣人心弦,7
Chandler真好 在他预想的婚姻生活里不仅有和Monica的未来还愿意把Joey养在自家车库啊哈哈哈哈,Chandler真好预想婚姻生活里Monica未来Joey养在车库哈哈哈哈,7
中间有几集确实是很无聊啊···,几集确实无聊,7
They are married!!,Theymarried,7
永远的大爱~~~,永远大爱,7
这季感动的集好多~~Chandler向Monica描述他对未来生活的畅销；Joye安慰Phoebe没有完成31岁的愿望；写誓词的时候回忆过往；最sweet当然是婚礼啦，Chandler的话好感动~,季感动集好多ChandlerMonica描述未来生活畅销.Joye安慰Phoebe31岁愿望.写誓词回忆过往.sweet婚礼Chandler感动,7
最好的Joey，最好的Phoebe，最好的Chandler，最好的Monica，最好的Ross，最好的Rachel，最好的六人行。,JoeyPhoebeChandlerMonicaRossRachel六人行,7
结婚真美好。。,结婚真美好,7
“我曾经以为这件事很难，但是当你走到我面前时，我发现其实很简单”，见识过那么多分分合合，我们也会像Chandler那样迷茫想要逃避，但是跨越之后就会明白，其实没必要浪费那么多时间纠结，该发生的总会发生，不如交给时间。比起Rachel30岁生日的时候才发现安稳比未知的快乐更重要，也许像Monica目标明确一些，幸福会更简单。所以我要立个flag，30之前结婚，32岁之前生娃，好歹有人陪我一起变老，不会太悲催。,这件事难走面前发现简单见识分分合合Chandler迷茫想要逃避跨越明白浪费时间纠结发生总会发生交给时间.Rachel30岁生日发现安稳未知快乐也许Monica目标幸福简单.我要立个flag30结婚32岁生娃好歹有人陪变老太悲催,7
钱德和莫妮卡结婚了~,钱德莫妮卡结婚,7
2021.3 离职的时候实在太无聊，把一些当年没有好好收尾的又捡起来看。但是最开始说半年看一季friends，5年看完，结果中途停在了第六季也没有继续下去，因为就是不喜欢sitcom，就真的没法和这里的人vibe起来。不过也是每天看一集，补完了第七季,2021.3离职实在无聊当年好好收尾捡起来.半年一季friends完中途停第六季继续下去喜欢sitcom真的没法vibe.一集补完第七季,7
悄无声息的到了第七季 开头确实有点看不动了 但是最后又埋伏下包袱 还有动力 不在乎老友们的皱纹 在乎的是足够的治愈,悄无声息第七季开头确实看不动埋伏包袱动力不在乎老友皱纹在乎足够治愈,7
阿钱和老莫的婚礼,阿钱婚礼,7
Monica和Chandle终于结婚了T_T,MonicaChandle终于结婚TT,7
"终于结婚了

这一季的最后又来了个Surprise

Chanlder终于又瘦回去了
他最理想的未来还有把Joey养在车库里
很感人
有这样的朋友这一生也没什么遗憾了

Winona Ryder来客串了一回",终于结婚一季SurpriseChanlder终于瘦回去理想未来Joey养在车库里感人朋友一生没什么遗憾WinonaRyder客串一回,7
So Chandler and Monica终于准备了一季之后步入婚姻殿堂，而Rachel也要跟Rose修成正果了吧！都有了孩子的羁绊…相比这两对儿，本季出彩的还是Joey and Phoebe，期待更多精彩故事~小钱钱不要再瘦了,SoChandlerMonica终于一季步入婚姻殿堂RachelRose修成正果.孩子羁绊.相比两对本季出彩JoeyPhoebe期待精彩故事小钱钱瘦,7
最喜欢的一季。台词除第一季之外最熟的一季。,喜欢一季.台词第一季最熟一季,7
"2011,07,13",20110713,7
婚礼很感人。,婚礼感人,7
小钱钱吓我一跳。,小钱钱跳,7
每个人都有缺点，每个人都值得被爱。,缺点值得爱,7
前半季很乏味 后半季进入婚礼主线后拉回不少分,前半季乏味后半季婚礼主线后拉回,7
最后两集一边狂笑一边大哭，钱德勒身上有太多能带入的地方。生活的魅力还没来得及向我全部展现，又对未来的日子燃起希望。 瑞秋明显老了啊??，钱德勒越来越有味道了。 另外真的真的很想参加朋友的婚礼，速速结婚啊,两集狂笑大哭钱德勒身上太多能带入地方.生活魅力展现未来日子燃起希望.钱德勒越来越味道.真的真的很想参加朋友婚礼速速结婚,7
特别开心有一个可以评论十个的剧，开心,特别开心评论十个剧开心,7
钱德勒的眼镜真别扭,钱德勒眼镜真别扭,7
看到莫妮卡和钱德结婚莫名的幸福感油然而生，慢慢的爱上了每个角色。,莫妮卡钱德结婚莫名幸福感油然而生慢慢爱角色,7
老钱为啥突然戴上眼镜了？,老钱为啥戴上眼镜,7
终于到结婚季。,终于结婚季,7
不知不觉就到第七季了。,第七季,7
monica和chanchan终于结婚了！,monicachanchan终于结婚,7
这一季的第一集中Chandler好瘦，后来就又恢复了。都追到第七季了，不给五星不可能啊~！,一季第一Chandler好瘦恢复.追到第七季五星,7
浓浓的温情,浓浓的温情,7
笑点渐渐被泪点赶超。,笑点渐渐泪点赶超,7
chandler 和 monica 结个婚可真不容易，不过终于还是结了。·那种简单欢乐的生活，带来的是更舒适的窝心。,chandlermonica结个婚真不容易终于结了.那种简单欢乐生活带来舒适窝心,7
看到钱德设想和mon结婚后的场景描述，被感动的一塌糊涂…,钱德设想mon结婚场景描述感动一塌糊涂,7
钱勒 瘦了瘦了!!!!   2012 5.22看完~,钱勒瘦瘦.20125.22完,7
这一季好好笑。。哈哈,一季好好笑,7
TATmon和chan终于结婚了这绝对是编剧偏心啊，用了一整季在地下党用了两季订婚结婚，其他人就匆匆说过去了吧？rachel有了ross的娃你们还不准备在一起嘛！还有joey和phebe现在完全没火花啊虽然已经费力铺垫很多了但……。还有三季，怎么办怎么办，人生都要黑暗了。TAT,TATmonchan终于结婚编剧偏心整季地下党两季订婚结婚其他人.rachelross娃.joeyphebe火花费力铺垫.三季人生黑暗,7
比上一季有趣。看过《神烦警探》之后很难觉得钱莫恋或者他们六个人的友情有什么令人赞叹的地方，尤其是即使说是best friend和soul mate，最后一集Chandler的恐惧都还是不能向Monica说而是要靠逃避，朋友们也还是一直说white lies，如果钱莫是像剧里塑造的很容易不信任人的人的话，这样的信任程度根本不足以支撑他们做夫妻或者best friend，像我的话我早就会逃走了。剧里的人物塑造都有这样的毛病，明明都有很值得挖掘的back story，结果每次这些性格问题都变成了些无意义的小打小闹，被sugar coated变成皆大欢喜的很肤浅的“事情都会变好”的结局，这样的喜剧只能说是维持表面的体面而已，好的喜剧是能够深层地治愈人的，让人真正相信再遍体鳞伤的人也能得到救赎。,比上一季有趣.看过神烦警探很难钱莫恋六个友情令人赞叹地方friendsoulmate一集Chandler恐惧Monica逃避朋友whitelies钱莫是剧里塑造信任信任程度不足以支撑夫妻friend早就逃走.剧里人物塑造毛病明明值得挖掘backstory每次性格意义小打小闹sugarcoated皆大欢喜肤浅事情变好结局喜剧只能表面体面喜剧深层治愈遍体鳞伤救赎,7
